avgKills,avgDeaths,avgAssists,avgChampLevel,avgChampExperience,avgDoubleKills,avgTripleKills,avgQuadraKills,avgPentaKills,avgConsumablesPurchased,avgDamageDealtToBuildings,avgDamageDealtToObjectives,avgDamageSelfMitigated,avgDetectorWardsPlaced,avgTimePlayed,avgGoldEarned,avgGoldSpent,avgInhibitorKills,avgItemsPurchased,avgLargestKillingSpree,avgKillingSprees,avgLongestTimeSpentLiving,avgMagicDamageDealt,avgMagicDamageDealtToChampions,avgMagicDamageTaken,avgPhysicalDamageDealt,avgPhysicalDamageDealtToChampions,avgPhysicalDamageTaken,avgTotalDamageDealt,avgTotalDamageDealtToChampions,avgTotalDamageShieldedOnTeammates,avgTotalDamageTaken,avgTrueDamageDealt,avgTrueDamageDealtToChampions,avgTrueDamageTaken,avgTotalHeal,avgTotalHealsOnTeammates,avgTotalMinionsKilled,avgTotalTimeCCDealt,avgTotalTimeSpentDead,avgTurretKills,avgTurretsLost,avgNeutralMinionsKilled,avgObjectivesStolen,avgObjectivesStolenAssists,avgVisionScore,avgVisionWardsBoughtInGame,avgWardsKilled,avgWardsPlaced,avgAbilityUses,avgAcesBefore15Minutes,avgAlliedJungleMonsterKills,avgBaronTakedowns,avgBlastConeOppositeOpponentCount,avgBountyGold,avgBuffsStolen,avgDamagePerMinute,avgDeathsByEnemyChamps,avgDragonTakedowns,avgEffectiveHealAndShielding,avgEnemyChampionImmobilizations,avgEnemyJungleMonsterKills,avgEpicMonsterSteals,avgGoldPerMinute,avgJungleCsBefore10Minutes,avgKda,avgKillParticipation,avgKillsNearEnemyTurret,avgKillsUnderOwnTurret,avgKillsWithHelpFromEpicMonster,avgMaxKillDeficit,avgMultikills,avgOutnumberedKills,avgRiftHeraldTakedowns,avgScuttleCrabKills,avgSkillshotsDodged,avgSkillshotsHit,avgSoloKills,avgTakedowns,avgTakedownsAfterGainingLevelAdvantage,avgTakedownsBeforeJungleMinionSpawn,avgTurretPlatesTaken,avgTurretTakedowns,avgTurretsTakenWithRiftHerald,avgVisionScorePerMinute,avgWardTakedownsBefore20M,avgWardsGuarded,avgSoloTurretsLategame,avgDodgeSkillShotsSmallWindow,avgTookLargeDamageSurvived,avgPickKillWithAlly,avgKnockEnemyIntoTeamAndKill,avgVisionScoreAdvantageLaneOpponent,avgMaxLevelLeadLaneOpponent,avgLaningPhaseGoldExpAdvantage,avgEarlyLaningPhaseGoldExpAdvantage,avgEarliestBaron,avgKillsOnLanersEarlyJungleAsJungler,avgJunglerKillsEarlyJungle,avgTakedownsFirst25Minutes,baron_first,baron_kills,champion_first,champion_kills,dragon_first,dragon_kills,inhibitor_first,inhibitor_kills,riftHerald_first,riftHerald_kills,tower_first,tower_kills,gameDuration,win
3.4,7.2,4.2,12.8,10282.4,0.2,0.0,0.0,0.0,3.0,166.2,2577.0,7086.2,0.8,1507.0,8122.4,7190.0,0.0,16.4,1.6,0.6,548.4,26566.0,5397.4,5433.8,41839.0,4279.6,10926.4,77172.8,9933.4,201.6,17144.4,8767.4,255.6,783.2,2848.2,128.2,90.2,141.8,174.2,0.0,9.0,19.4,0.0,0.0,18.8,1.2,4.2,10.0,185.2,0.0,17.72,0.0,0.0,340.0,0.0,3071.0352,7.2,0.0,329.9521,11.2,0.0,0.0,323.2559,12.0,1.0229,0.2111,0.6,1.2,0.0,0.0,0.2,0.4,0.0,0.0,14.2,10.4,0.4,7.6,0.2,0.0,0.4,0.0,0.0,0.7722,3.4,0.0,0.0,5.0,0.0,6.6,0.0,0.7016,0.8,-0.2037,-0.2221,,0.0,0.0,7.6,False,0,False,17,False,0,False,0,False,0,False,0,1507,False
3.2,6.4,3.8,13.4,11062.4,0.2,0.0,0.0,0.0,2.6,1380.4,5644.0,9249.6,1.0,1676.0,8930.2,8432.0,0.0,20.0,0.8,0.6,501.8,25858.8,4750.2,4594.0,55031.6,6873.6,12351.6,90338.0,14044.8,193.0,18107.4,9447.0,2419.8,1161.0,3397.2,632.0,101.6,161.6,174.4,0.4,11.0,20.4,0.0,0.0,19.6,1.0,2.2,8.4,194.6,0.0,14.4,0.0,0.0,180.0,0.0,3233.7226,6.2,1.2,825.0414,10.6,0.0,0.0,319.6834,10.4,1.2478,0.2188,0.4,0.4,0.0,0.0,0.2,1.0,0.4,0.6,15.0,14.4,1.4,7.0,0.0,0.0,0.6,0.4,0.0,0.7187,1.4,0.2,2.0,15.0,0.0,3.6,1.4,1.0487,1.2,-0.0828,-0.0816,,0.0,0.0,4.6,False,0,False,16,True,2,False,0,False,0,False,2,1676,False
7.2,3.6,10.6,15.6,15216.4,0.8,0.2,0.0,0.0,3.2,3166.0,12530.4,15421.2,1.6,1895.0,12527.6,11333.6,0.0,19.8,4.0,1.6,667.0,43455.4,11135.6,6278.4,87756.8,16382.2,16359.2,147653.2,28490.8,397.8,23636.6,16440.2,972.6,998.2,11183.4,5233.2,141.6,166.6,115.2,1.2,5.0,29.8,0.0,0.0,24.6,1.8,4.2,10.6,430.2,0.0,18.38,0.8,0.0,30.0,0.6,4673.3608,3.6,0.8,5631.243,6.0,3.08,0.0,396.5307,10.28,5.5667,0.9889,2.2,0.8,0.0,1.0,1.0,1.2,0.2,0.8,43.2,32.2,1.4,17.8,0.0,0.0,1.6,3.2,5.0,0.7942,1.2,0.2,3.0,257.0,0.2,13.4,0.0,0.7672,1.8,-0.0794,-0.0534,1787.1609,0.6,0.0,10.8,True,1,False,36,False,2,False,0,False,1,True,6,1895,True
5.4,4.0,5.8,12.8,10793.8,0.4,0.2,0.0,0.0,3.2,4551.6,13344.4,12931.4,1.4,1367.0,9868.2,8315.0,0.2,17.8,3.0,1.4,504.0,27628.6,5213.8,2938.2,60687.4,8140.6,11585.2,94088.0,14127.4,316.4,15887.4,5771.6,772.0,1362.6,5139.8,621.2,104.2,154.0,95.2,1.8,2.0,26.2,0.0,0.0,23.4,1.8,3.0,8.2,215.2,0.0,11.3,0.0,0.0,90.0,0.6,4128.8002,4.0,1.0,937.9052,16.8,5.7,0.0,433.0653,10.4,3.0433,0.56,0.8,0.4,0.0,4.0,0.6,1.4,1.0,1.0,17.2,14.4,1.4,11.2,0.4,0.0,4.0,3.0,10.0,1.0521,2.2,0.2,3.0,18.0,0.0,8.6,1.2,1.369,1.6,-0.033,-0.1073,,0.4,0.0,11.2,False,0,True,27,True,2,True,1,True,2,True,10,1367,True
10.2,10.8,19.0,17.8,20713.6,1.2,0.2,0.0,0.0,4.8,3412.4,13869.6,20834.0,2.0,2607.0,16694.2,15324.0,0.2,28.4,4.6,2.0,697.8,106208.4,26406.8,11099.6,76775.0,8355.8,22259.2,217021.0,40440.4,0.0,35251.0,34036.0,5677.0,1891.2,10113.0,2105.6,155.2,375.0,384.8,1.2,4.0,52.4,0.2,0.0,43.0,2.2,5.4,18.2,424.0,0.0,32.92,1.6,0.0,510.0,0.6,4994.4554,10.8,0.8,2105.8831,18.6,9.58,0.2,384.2043,10.4,3.006,0.5407,1.0,1.0,0.4,8.0,1.4,2.6,0.0,1.2,96.2,56.0,1.0,29.2,0.0,0.0,0.8,2.6,0.0,1.002,2.2,0.4,0.0,70.0,0.0,24.0,0.0,0.9081,1.4,-0.0894,-0.1336,,0.2,0.0,12.4,False,0,False,51,False,2,True,1,False,0,False,7,2607,True
4.8,9.0,4.6,13.4,11744.4,0.4,0.0,0.0,0.0,4.8,1308.0,5703.6,9033.8,1.6,1559.0,9937.6,9413.0,0.0,22.2,2.0,1.0,494.2,30562.6,5584.8,7460.0,57970.4,6353.2,12006.6,100694.4,13107.2,0.0,21218.0,12160.8,1168.4,1750.2,2772.2,0.0,102.8,87.6,238.2,0.4,10.0,31.8,0.0,0.0,27.2,2.0,3.2,11.2,168.0,0.0,21.5,0.0,0.0,460.0,0.4,3874.8396,8.6,1.0,0.0,4.0,2.7,0.0,382.4325,13.5,1.3108,0.2089,0.4,1.0,0.0,0.0,0.4,1.2,0.0,0.6,23.2,15.8,1.4,9.4,0.0,0.0,1.4,0.4,0.0,1.0592,2.4,0.0,3.0,37.0,0.0,8.0,0.2,0.9511,1.4,-0.205,-0.1097,,0.0,0.0,8.4,False,0,False,24,False,1,False,0,False,0,False,2,1559,False
10.0,5.0,14.4,17.4,18719.0,1.0,0.0,0.0,0.0,8.6,4091.8,17718.0,26430.6,5.2,2279.0,15840.0,14090.0,0.2,29.0,4.8,2.2,856.2,51791.2,12504.2,8996.0,118803.6,14467.6,17681.4,181561.6,28520.4,1231.6,29119.0,10966.0,1547.6,2440.2,8606.2,107.0,146.2,252.2,196.0,1.4,7.0,42.0,0.0,0.0,45.2,5.6,5.2,23.6,379.6,0.0,28.1,0.4,0.0,135.0,0.6,4778.6236,5.0,3.2,1338.9049,14.8,4.46,0.0,416.9175,11.2,4.9333,0.976,1.0,1.2,0.0,0.0,1.0,1.8,0.2,0.6,19.2,21.6,1.4,24.4,0.4,0.0,1.8,3.4,0.0,1.2011,2.4,0.2,4.0,53.0,0.0,21.0,1.4,0.8059,1.6,-0.0452,0.0,1597.0889,0.6,0.0,12.6,True,1,True,50,True,5,False,1,False,0,False,8,2279,True
6.8,1.6,7.0,13.8,11974.0,1.0,0.2,0.0,0.0,2.8,4693.8,13884.8,11034.2,1.2,1448.0,10752.2,9650.0,0.4,18.6,5.0,1.6,749.0,12337.0,3354.2,3946.4,74305.6,8549.6,10811.4,99844.6,13931.0,0.0,16331.6,13200.8,2026.4,1572.8,5935.0,182.2,104.8,134.6,52.2,2.0,1.0,28.6,0.0,0.0,22.8,1.2,3.0,8.8,209.8,0.0,16.1,0.6,0.0,0.0,0.4,4135.5278,1.6,0.4,182.3838,12.4,3.2,0.0,445.3738,12.8,10.7333,1.725,3.0,0.4,0.0,0.0,1.2,1.0,0.6,1.0,60.6,38.8,2.0,13.8,0.0,0.0,3.8,4.2,5.0,0.9658,2.6,0.4,2.0,77.0,0.0,11.4,1.0,1.1165,2.0,-0.0066,-0.0169,1323.9177,0.2,0.0,13.8,True,1,True,34,True,2,True,2,True,2,True,10,1448,True
4.0,6.0,3.4,11.8,9172.2,0.4,0.2,0.0,0.0,2.6,4568.4,8368.2,8423.8,0.8,1356.0,8802.8,8052.0,0.2,18.6,2.0,0.8,519.6,20130.0,3481.0,2231.0,55525.8,4989.6,11924.6,82794.6,9378.0,28.4,15020.0,7138.6,906.8,863.4,2101.4,0.0,88.2,181.4,141.6,1.4,9.0,25.4,0.0,0.0,14.0,1.2,1.2,6.4,103.6,0.0,16.4,0.0,0.0,360.0,0.4,3662.7707,6.0,1.8,28.5997,6.6,1.9,0.0,389.4452,11.2,1.419,0.2467,0.8,1.0,0.0,0.0,0.6,1.0,0.0,0.6,28.6,31.6,1.2,7.4,0.4,0.0,1.2,1.6,0.0,0.6412,1.2,0.0,3.0,25.0,0.0,5.4,0.0,,,,,,0.4,0.0,7.4,False,0,True,20,True,3,False,1,False,0,True,7,1356,False
4.0,4.2,7.2,14.2,12789.4,0.4,0.0,0.0,0.0,5.4,846.2,4301.4,18540.6,2.0,1803.0,9848.4,9650.0,0.0,24.4,2.6,0.8,808.2,57802.8,6678.4,3922.0,35737.4,3458.6,12928.6,100409.0,10666.4,843.6,19209.2,6868.4,528.6,2357.4,4794.8,228.2,111.2,284.2,111.0,0.0,11.0,34.0,0.0,0.0,24.6,3.0,2.8,10.8,250.6,0.0,25.7,0.2,0.0,150.0,0.0,3340.0964,4.2,1.6,1072.1784,17.0,2.2,0.0,327.6198,12.4,3.32,0.5333,0.4,0.6,0.0,0.0,0.4,0.2,0.0,0.6,17.2,19.0,0.2,11.2,0.0,0.0,1.6,0.0,0.0,0.8356,1.4,0.0,3.0,33.0,0.0,9.2,0.2,0.5065,0.6,0.0,-0.002,,0.6,0.0,6.6,False,0,True,20,True,2,False,0,False,0,False,1,1803,False
8.2,5.8,10.4,15.0,13916.8,1.0,0.2,0.0,0.0,5.4,3582.4,10397.4,22156.2,3.6,1814.0,12237.4,10952.0,0.2,23.6,3.8,2.2,612.4,47322.8,9352.8,7805.8,51798.6,8343.8,12409.6,110511.8,19291.0,413.2,21232.0,11389.6,1593.6,1015.4,4151.0,24.0,118.8,707.4,184.8,1.4,6.0,26.6,0.2,0.0,32.2,3.6,3.6,12.0,242.0,0.0,16.7,0.8,0.0,310.0,0.2,3654.5979,5.8,0.8,437.326,20.4,1.9,0.2,404.7083,8.15,3.5067,0.6414,1.2,1.2,0.0,1.0,1.2,1.0,0.2,1.0,120.6,48.2,2.2,18.6,0.0,0.0,2.6,3.2,5.0,1.0794,2.2,0.2,0.0,209.0,0.0,15.0,3.0,1.4325,1.6,-0.066,-0.1167,,1.2,0.0,11.0,False,0,True,41,False,2,True,2,True,1,True,9,1814,True
8.2,6.6,6.8,14.4,12910.8,0.6,0.4,0.0,0.0,2.2,4194.8,11055.8,13363.6,0.8,1533.0,11609.8,10170.0,0.2,18.6,4.0,2.0,395.8,18338.8,4173.8,6246.2,79890.8,11141.4,10607.8,106753.2,16809.6,0.0,18614.8,8522.6,1493.4,1760.2,2939.2,117.0,97.8,219.8,190.8,1.6,6.0,33.0,0.2,0.0,20.2,0.8,1.6,9.6,181.8,0.0,15.8,0.6,0.0,280.0,0.8,4175.0648,6.6,0.6,117.0,19.8,7.1,0.2,454.0575,12.0,2.8356,0.4545,3.0,1.0,0.0,1.0,1.0,1.6,0.2,1.4,144.6,37.2,3.2,15.0,0.0,0.0,2.0,3.4,0.0,0.81,0.6,0.0,0.0,136.0,0.0,9.0,1.0,0.9929,2.4,-0.1126,-0.099,1231.6395,0.8,0.0,15.0,True,1,False,41,True,2,True,1,True,1,True,8,1533,True
6.0,7.6,6.6,13.2,11022.4,0.2,0.0,0.0,0.0,1.0,1551.6,3815.8,22981.0,0.0,1533.0,9888.6,9511.6,0.0,17.8,2.2,1.6,366.4,12516.4,3874.0,982.0,78216.6,9893.0,21559.6,98083.0,14385.2,221.4,24226.8,7349.0,617.4,1684.2,2957.4,0.0,111.0,163.8,211.6,0.4,11.0,22.6,0.0,0.0,15.2,0.2,1.8,7.0,174.6,0.0,18.0,0.0,0.0,210.0,0.0,3836.3147,7.6,0.8,221.4957,26.4,0.0,0.0,386.7879,9.6,1.7717,0.3316,1.0,0.6,0.0,0.0,0.2,1.4,0.0,0.6,21.8,16.6,1.4,12.6,0.0,0.0,1.4,0.4,0.0,0.6136,4.8,0.4,3.0,4.0,0.0,10.0,1.6,0.2638,0.4,0.0,0.0,,0.8,0.0,12.6,False,0,True,30,True,1,False,0,False,0,False,2,1533,False
1.6,5.2,1.2,10.4,6998.8,0.0,0.0,0.0,0.0,4.2,1321.8,3630.8,7734.8,2.0,1243.0,6066.4,5730.0,0.0,15.2,0.6,0.2,477.4,18051.8,1801.6,3908.4,27478.0,3026.4,8848.0,51937.6,5995.6,167.2,13743.2,6407.0,1166.8,986.0,2389.8,482.4,69.4,242.8,124.8,0.4,9.0,16.0,0.0,0.0,17.8,2.6,1.2,9.2,104.2,0.0,12.1,0.0,0.0,30.0,0.2,2506.4972,5.2,0.0,649.8497,7.2,0.8,0.0,292.7825,8.0,0.52,0.1077,1.0,0.4,0.2,0.0,0.0,0.0,0.4,0.2,10.6,14.6,0.6,2.8,0.0,0.0,1.2,0.6,5.0,0.8873,1.2,0.0,1.0,4.0,0.0,2.2,0.2,1.1939,1.2,-0.0912,-0.0553,,0.8,0.0,2.8,False,0,True,9,False,0,False,0,True,1,True,2,1243,False
11.0,14.2,9.0,17.8,19595.0,1.2,0.2,0.0,0.0,6.2,4019.0,21243.4,40876.4,1.4,2409.0,16998.0,16817.0,1.2,29.8,2.8,2.4,352.6,86174.0,14875.8,26971.2,91555.4,16192.0,19172.6,189831.2,32541.8,0.0,47994.6,12101.0,1472.8,1849.4,8984.4,330.2,135.6,334.8,526.0,1.6,7.0,48.0,0.0,0.0,32.6,1.8,3.2,14.0,397.6,0.0,29.76,1.4,0.0,610.0,0.2,4726.7595,14.0,1.6,330.3313,35.0,3.4,0.0,423.2586,9.6,1.4077,0.2817,3.6,0.2,0.6,0.0,1.4,2.8,0.0,1.4,231.8,78.0,3.4,20.0,0.2,0.2,2.2,1.8,0.0,0.8211,2.2,0.2,3.0,227.0,0.0,16.0,4.4,,,,,1439.5899,0.4,0.0,12.6,True,2,False,55,False,4,True,6,False,0,True,8,2409,False
3.0,2.6,3.2,9.2,6090.2,0.0,0.0,0.0,0.0,2.8,1543.2,4693.2,3599.4,1.2,928.0,5886.6,5472.0,0.0,13.4,2.4,0.8,381.2,6991.8,1349.8,2189.8,28431.8,3717.0,5058.8,41366.8,5875.8,0.0,7456.6,5942.2,808.4,207.4,1548.4,18.0,64.0,61.4,37.6,0.4,0.0,12.8,0.0,0.0,9.8,1.6,0.8,5.8,73.8,0.0,6.7,0.0,0.0,90.0,0.0,2673.0419,2.6,0.2,18.0,5.4,1.1,0.0,380.4172,9.6,3.4,0.4769,1.0,0.4,0.0,3.0,0.0,0.4,0.2,0.6,42.6,9.8,1.0,6.2,0.0,0.0,3.0,0.4,0.0,0.6619,0.8,0.2,0.0,38.0,0.0,5.2,0.2,3.2728,0.6,-0.0458,-0.087,,0.0,0.0,6.2,False,0,True,15,True,1,False,0,True,1,True,2,928,True
4.4,2.8,8.0,14.6,13305.8,0.2,0.0,0.0,0.0,4.6,5783.8,15040.6,13069.8,2.6,1816.0,11326.4,10311.6,0.4,21.4,2.2,1.0,628.8,54524.2,7826.2,5092.6,53358.4,4692.4,10867.2,116163.4,13511.2,803.8,17823.8,8280.0,991.6,1863.2,4575.6,313.8,109.0,308.4,72.2,2.0,3.0,34.6,0.0,0.0,35.2,3.0,3.4,16.8,304.6,0.0,23.4,1.8,0.0,165.0,0.2,3836.1816,2.8,0.4,1117.8344,7.2,3.7,0.0,374.0555,11.2,6.1833,0.8267,1.4,0.6,0.2,5.0,0.2,0.4,0.2,0.6,39.6,32.0,0.8,12.4,0.2,0.0,0.8,4.8,0.0,1.1739,2.2,0.4,4.0,47.0,0.0,8.6,0.2,1.1875,1.4,-0.1484,-0.0598,1228.8414,0.0,0.0,7.2,True,2,True,22,False,0,True,2,True,1,False,10,1816,True
8.4,10.6,10.2,16.8,16771.8,0.8,0.0,0.0,0.0,3.8,3696.0,10050.8,44987.2,2.2,2257.0,14798.0,13796.0,0.2,24.6,2.6,2.0,519.4,31942.6,8897.8,13495.2,123330.2,16849.8,19685.6,162992.8,27386.2,0.0,34628.8,7719.0,1637.2,1447.0,3232.6,119.0,134.8,424.6,376.0,1.4,8.0,45.0,0.0,0.0,34.2,2.4,4.6,13.2,211.8,0.0,29.8,0.0,0.0,575.0,0.0,4332.3121,10.6,1.8,119.146,16.6,4.3,0.0,393.3431,12.8,1.7418,0.3509,1.8,1.6,0.0,0.0,0.8,3.4,0.0,1.6,214.0,121.4,1.8,18.6,0.0,0.0,2.6,2.2,0.0,0.9277,2.0,0.2,2.0,246.0,0.4,13.8,0.0,1.0684,1.4,-0.0239,-0.0267,,0.2,0.0,11.4,False,0,False,42,True,4,True,1,False,0,True,7,2257,False
3.2,7.2,4.0,12.4,10195.2,0.2,0.0,0.0,0.0,5.0,1904.8,3503.0,11788.2,2.2,1545.0,9211.2,8630.0,0.0,20.2,0.8,0.6,413.6,40314.2,7407.2,5169.6,41694.4,5466.6,13065.8,89839.4,13703.4,0.0,19454.8,7829.8,829.0,1218.6,2992.2,158.8,110.8,123.6,205.4,0.6,11.0,19.2,0.0,0.0,23.6,2.8,3.4,8.8,162.4,0.0,15.9,0.0,0.0,500.0,0.0,3486.6279,7.2,0.2,158.8506,10.6,0.0,0.0,357.5002,10.4,1.3655,0.2,0.2,1.4,0.0,0.0,0.2,0.6,0.0,0.2,17.0,17.6,0.2,7.2,0.0,0.6,1.4,0.8,0.0,0.9321,3.0,0.6,2.0,12.0,0.0,7.0,0.0,0.512,0.6,-0.038,-0.0112,,0.0,0.0,6.4,False,0,False,16,False,0,False,0,False,0,False,3,1545,False
7.0,5.4,10.2,15.2,14363.4,1.4,0.2,0.0,0.0,3.8,4877.4,13160.4,15331.6,1.4,1759.0,12535.6,11745.0,0.6,20.2,4.2,2.0,504.2,55412.2,9256.0,3335.8,66103.4,7720.4,14369.2,132315.6,19335.6,0.0,19475.4,10799.0,2358.0,1769.6,4107.2,662.8,128.6,218.8,149.4,2.2,1.0,35.4,0.0,0.0,24.6,1.8,3.6,9.4,273.4,0.0,21.32,0.8,0.0,250.0,0.6,4510.6333,5.4,1.4,663.1024,11.8,5.78,0.0,427.3552,12.0,3.0976,0.637,1.4,0.8,0.0,3.0,1.6,1.0,0.0,0.6,27.0,6.6,0.6,17.2,0.4,0.0,0.0,4.2,0.0,0.8502,2.0,0.0,4.0,19.0,0.0,14.2,0.0,0.9274,1.6,-0.1005,-0.0921,1520.0237,0.2,0.0,13.0,True,1,False,35,True,2,True,3,False,0,False,11,1759,True
8.0,3.6,9.2,15.4,14435.4,0.8,0.2,0.0,0.0,2.8,2468.4,16877.4,13407.6,1.6,1779.0,12672.2,11485.0,0.2,21.2,3.0,2.8,837.6,54809.4,11910.6,8960.8,66096.6,7807.2,10236.8,130363.8,20664.8,0.0,20694.6,9457.2,945.8,1496.0,10287.6,114.6,115.8,208.8,112.8,1.2,3.0,40.2,0.0,0.0,28.0,1.8,2.8,10.4,201.6,0.0,20.2,0.6,0.0,0.0,0.6,4394.6945,3.6,2.4,114.6424,22.6,6.6,0.0,427.2103,7.8,7.5533,0.9556,1.2,0.2,0.0,0.0,1.0,1.2,1.2,1.0,19.6,26.2,2.0,17.2,0.0,0.0,2.0,2.0,0.0,0.9616,1.6,0.4,1.0,122.0,0.0,11.4,4.6,1.3591,2.2,-0.0404,0.0,1365.61,0.4,0.0,12.0,True,1,True,40,True,4,True,1,True,2,True,6,1779,True
3.2,5.8,4.8,12.4,10003.0,0.4,0.0,0.0,0.0,3.6,271.4,3971.8,7009.0,2.4,1503.0,8150.2,7720.0,0.0,18.0,1.2,0.6,537.0,12891.4,2286.2,5157.6,54766.6,7278.0,9313.2,76221.6,10502.8,75.0,15029.8,8563.0,938.4,557.8,3940.0,685.4,98.2,71.8,130.8,0.0,10.0,25.2,0.0,0.0,17.6,2.4,1.8,9.4,164.6,0.0,19.9,0.0,0.0,260.0,0.0,3041.0403,5.8,0.8,760.7466,6.0,0.0,0.0,325.1967,12.0,1.4381,0.2759,0.4,0.4,0.2,0.0,0.4,0.8,0.0,0.6,22.6,17.6,0.6,8.0,0.0,0.0,0.4,0.0,0.0,0.7215,1.6,0.4,1.0,30.0,0.0,6.2,0.6,0.791,1.4,-0.1585,-0.1444,,0.2,0.0,8.0,False,0,False,16,False,1,False,0,False,0,False,0,1503,False
4.8,5.2,2.4,12.2,9758.8,0.2,0.2,0.0,0.0,1.8,3602.0,4775.2,10277.8,0.4,1478.0,9621.8,9023.6,0.0,16.4,2.8,1.0,562.0,34133.0,4609.4,4456.0,45426.8,5971.6,9479.0,85227.2,11673.6,0.0,14868.8,5666.6,1092.0,932.6,2743.2,0.0,104.2,272.4,115.4,1.0,4.0,23.6,0.0,0.0,23.0,0.4,2.0,8.8,132.6,0.0,20.3,0.0,0.0,150.0,0.2,3458.1011,5.0,0.4,0.0,20.4,2.3,0.0,390.4338,10.8,1.36,0.2769,0.6,0.2,0.2,3.0,0.4,1.4,0.0,0.0,21.2,34.0,2.4,7.2,0.4,0.0,1.4,1.2,0.0,0.9474,1.2,0.0,4.0,11.0,0.0,4.4,0.8,1.4403,2.0,-0.1038,-0.0557,,0.2,0.0,7.2,False,0,False,24,False,0,False,0,False,0,False,5,1478,True
3.2,7.4,3.4,11.4,8708.2,0.2,0.0,0.0,0.0,3.2,236.8,967.2,11288.2,1.2,1365.0,7158.4,6690.0,0.0,16.4,1.2,0.6,371.0,24355.4,4974.8,6512.4,37352.0,5002.0,9372.8,64864.6,10350.2,85.8,17486.6,3156.4,372.4,1600.4,4323.0,1989.2,85.4,287.2,166.6,0.0,6.0,18.4,0.0,0.0,13.4,1.4,1.0,6.6,136.2,0.0,15.3,0.0,0.0,330.0,0.0,2849.3072,7.4,0.0,2075.2294,12.4,0.0,0.0,314.468,8.8,1.0079,0.1784,0.6,1.4,0.0,0.0,0.2,1.0,0.0,0.6,22.0,15.6,1.4,6.6,0.0,0.0,0.4,0.0,0.0,0.6201,0.8,0.0,0.0,37.0,0.0,4.6,1.0,0.8608,1.0,-0.1061,-0.1145,,0.2,0.0,6.6,False,0,False,16,False,0,False,0,False,0,False,0,1365,False
6.0,6.4,10.6,17.8,19353.0,1.2,0.0,0.0,0.0,5.8,5543.2,21688.4,47900.4,3.8,2350.0,15535.0,13837.0,0.6,24.0,2.2,1.8,746.6,72440.8,10057.8,16714.8,125165.2,16774.8,21563.8,208686.6,28691.6,854.6,40170.6,11079.6,1858.0,1891.0,16771.8,6536.2,169.0,564.0,242.2,1.8,6.0,44.0,0.0,0.0,46.2,4.4,7.0,22.0,289.2,0.0,24.74,1.4,0.0,285.0,0.6,5327.75,6.4,3.0,7391.0531,41.8,5.1,0.0,396.6201,11.2,3.0143,0.5188,1.2,0.0,0.6,9.0,1.2,0.4,0.0,1.4,47.0,29.4,0.6,16.6,0.2,0.8,3.2,3.4,0.0,1.1959,2.8,2.0,2.0,48.0,0.0,13.0,1.6,1.3972,1.0,-0.0884,-0.0625,1299.6696,0.0,0.0,7.8,True,2,True,30,False,4,True,3,False,0,True,9,2350,True
8.6,2.8,10.8,13.6,11573.0,0.4,0.0,0.0,0.0,3.4,3626.0,13247.0,10036.8,1.6,1383.0,10364.8,8858.0,0.2,17.2,5.0,1.4,525.4,35362.8,7684.6,3008.2,48282.2,5896.2,11726.0,91337.6,14555.6,786.4,15423.8,7691.4,973.8,688.6,4407.4,182.8,80.8,294.6,71.0,1.6,2.0,28.0,0.0,0.0,19.8,2.0,0.6,9.4,180.6,0.0,15.1,1.0,0.0,60.0,0.2,3961.7567,2.8,1.2,969.3401,27.4,3.2,0.0,449.602,10.4,9.8333,1.3857,1.6,0.6,0.0,0.0,0.4,1.0,0.4,0.8,19.8,13.6,2.4,19.4,0.0,0.0,0.8,2.8,5.0,0.876,0.4,0.0,1.0,26.0,0.0,14.0,1.8,1.3251,2.8,-0.0914,-0.0086,1259.6324,0.4,0.0,19.4,True,1,True,43,True,3,True,1,True,1,True,8,1383,True
3.0,6.4,4.0,11.0,7777.4,0.0,0.0,0.0,0.0,3.2,806.0,2196.4,8622.6,1.4,1297.0,7354.6,6577.0,0.0,16.8,1.2,0.4,439.0,16268.4,3533.4,7864.4,33593.4,3916.0,9272.4,54543.4,8283.0,0.0,17645.8,4681.4,833.2,508.0,3400.6,78.0,70.2,104.4,139.8,0.2,11.0,19.6,0.0,0.0,16.2,1.6,0.8,9.0,129.0,0.0,14.7,0.0,0.0,380.0,0.0,2521.545,6.4,0.0,78.0,13.2,0.3,0.0,340.0232,10.4,1.0676,0.2188,0.4,0.2,0.2,0.0,0.0,0.4,0.0,0.4,56.0,20.6,0.2,7.0,0.0,0.6,0.8,0.2,0.0,0.7801,0.8,0.0,2.0,61.0,0.0,5.8,2.2,,,,,,0.2,0.0,7.0,False,0,True,15,False,0,False,0,False,0,False,1,1297,False
