avgKills,avgDeaths,avgAssists,avgChampLevel,avgChampExperience,avgDoubleKills,avgTripleKills,avgQuadraKills,avgPentaKills,avgConsumablesPurchased,avgDamageDealtToBuildings,avgDamageDealtToObjectives,avgDamageSelfMitigated,avgDetectorWardsPlaced,avgTimePlayed,avgGoldEarned,avgGoldSpent,avgInhibitorKills,avgItemsPurchased,avgLargestKillingSpree,avgKillingSprees,avgLongestTimeSpentLiving,avgMagicDamageDealt,avgMagicDamageDealtToChampions,avgMagicDamageTaken,avgPhysicalDamageDealt,avgPhysicalDamageDealtToChampions,avgPhysicalDamageTaken,avgTotalDamageDealt,avgTotalDamageDealtToChampions,avgTotalDamageShieldedOnTeammates,avgTotalDamageTaken,avgTrueDamageDealt,avgTrueDamageDealtToChampions,avgTrueDamageTaken,avgTotalHeal,avgTotalHealsOnTeammates,avgTotalMinionsKilled,avgTotalTimeCCDealt,avgTotalTimeSpentDead,avgTurretKills,avgTurretsLost,avgNeutralMinionsKilled,avgObjectivesStolen,avgObjectivesStolenAssists,avgVisionScore,avgVisionWardsBoughtInGame,avgWardsKilled,avgWardsPlaced,avgAbilityUses,avgAcesBefore15Minutes,avgAlliedJungleMonsterKills,avgBaronTakedowns,avgBlastConeOppositeOpponentCount,avgBountyGold,avgBuffsStolen,avgDamagePerMinute,avgDeathsByEnemyChamps,avgDragonTakedowns,avgEffectiveHealAndShielding,avgEnemyChampionImmobilizations,avgEnemyJungleMonsterKills,avgEpicMonsterSteals,avgGoldPerMinute,avgJungleCsBefore10Minutes,avgKda,avgKillParticipation,avgKillsNearEnemyTurret,avgKillsUnderOwnTurret,avgKillsWithHelpFromEpicMonster,avgMaxKillDeficit,avgMultikills,avgOutnumberedKills,avgRiftHeraldTakedowns,avgScuttleCrabKills,avgSkillshotsDodged,avgSkillshotsHit,avgSoloKills,avgTakedowns,avgTakedownsAfterGainingLevelAdvantage,avgTakedownsBeforeJungleMinionSpawn,avgTurretPlatesTaken,avgTurretTakedowns,avgTurretsTakenWithRiftHerald,avgVisionScorePerMinute,avgWardTakedownsBefore20M,avgWardsGuarded,avgSoloTurretsLategame,avgDodgeSkillShotsSmallWindow,avgTookLargeDamageSurvived,avgPickKillWithAlly,avgKnockEnemyIntoTeamAndKill,avgVisionScoreAdvantageLaneOpponent,avgMaxLevelLeadLaneOpponent,avgLaningPhaseGoldExpAdvantage,avgEarlyLaningPhaseGoldExpAdvantage,avgEarliestBaron,avgKillsOnLanersEarlyJungleAsJungler,avgJunglerKillsEarlyJungle,avgTakedownsFirst25Minutes,baron_first,baron_kills,champion_first,champion_kills,dragon_first,dragon_kills,inhibitor_first,inhibitor_kills,riftHerald_first,riftHerald_kills,tower_first,tower_kills,gameDuration,win
3.0,5.6,3.0,12.4,9903.8,0.4,0.0,0.0,0.0,3.8,935.8,4685.6,15406.6,1.6,1476.0,8200.2,7814.0,0.0,19.8,1.6,0.6,765.4,47462.6,7094.8,2180.8,42508.2,7015.6,13282.0,92659.0,14633.4,321.0,16050.4,2687.2,522.6,587.4,1714.8,134.0,104.6,179.6,167.6,0.2,9.0,24.8,0.0,0.0,18.8,1.8,2.2,8.8,185.0,0.0,20.7,0.0,0.0,290.0,0.0,594.4921,5.6,0.4,455.3305,22.4,0.0,0.0,333.1413,10.4,1.5683,0.4,0.8,0.6,0.2,0.0,0.4,0.4,0.2,0.2,2.6,32.2,1.0,6.0,0.0,0.0,1.4,0.2,0.0,0.796,1.8,0.2,2.0,8.0,0.0,5.0,1.4,-0.0197,0.6,0.0,0.0,,,,,False,0,False,15,False,0,False,0,True,1,False,1,1476,False
6.8,8.2,11.2,17.8,21249.0,0.6,0.2,0.2,0.0,7.6,4510.8,16524.8,38543.0,3.6,3049.0,17315.0,15290.0,0.0,28.4,3.0,1.6,946.2,103561.0,13695.2,19471.0,151274.2,11581.8,15153.0,274987.6,28456.6,745.2,36892.0,20151.2,3178.6,2267.2,11466.8,4848.0,201.4,241.0,313.0,1.2,10.0,47.8,0.0,0.0,53.8,3.6,7.6,24.2,397.4,0.0,34.98,0.8,0.0,270.0,0.2,558.9478,8.2,2.8,5593.4809,13.8,2.7,0.0,340.1115,10.4,2.5648,0.5294,1.2,0.4,0.4,0.0,1.0,1.8,0.4,0.6,27.6,67.6,1.2,18.0,0.0,0.0,0.2,2.0,5.0,1.0685,1.6,0.0,2.0,54.0,0.0,12.8,1.8,0.0423,1.2,0.2,0.2,,,,,False,0,False,34,True,4,False,0,False,1,False,7,3049,False
2.4,5.2,3.2,14.0,12165.6,0.0,0.0,0.0,0.0,4.0,1755.4,5082.2,22397.0,2.2,1824.0,10015.8,10622.0,0.0,20.2,1.4,0.6,740.6,45380.6,7981.6,10824.6,57506.4,5942.4,10682.4,114434.2,15162.8,0.0,24901.4,11546.2,1238.2,3393.2,3616.6,0.0,130.4,276.2,139.0,0.6,11.0,25.2,0.0,0.0,23.2,3.0,3.6,11.0,206.4,0.0,21.14,0.0,0.0,165.0,0.0,498.6859,5.2,0.2,0.0,13.2,0.6,0.0,329.4097,13.9,1.4194,0.4,0.6,0.2,0.0,0.0,0.0,0.8,0.2,0.2,20.4,34.8,0.2,5.6,0.0,0.0,1.4,0.6,5.0,0.781,2.4,0.6,0.0,12.0,0.2,5.4,0.0,-0.2143,1.0,0.0,0.0,,,,,False,0,False,12,False,0,False,0,True,1,True,3,1824,False
5.6,7.0,7.6,14.6,12844.0,0.6,0.0,0.0,0.0,2.6,991.0,6831.6,14253.6,1.4,1731.0,10732.2,10061.6,0.0,19.8,3.2,1.0,741.4,34093.4,8130.2,7265.0,70124.8,6771.0,13629.2,116224.8,17945.0,0.0,23443.8,12005.4,3042.6,2548.6,4336.6,117.4,113.4,138.8,207.2,0.2,11.0,26.8,0.0,0.0,24.8,1.4,3.8,9.4,233.6,0.0,20.0,0.4,0.0,345.0,0.0,621.9832,7.0,0.8,117.5785,23.8,0.0,0.0,371.9924,11.2,2.4643,0.4714,0.2,1.2,0.2,0.0,0.6,0.4,0.0,0.4,44.4,32.8,1.0,13.2,0.0,0.0,0.0,0.4,0.0,0.8785,2.8,0.2,4.0,41.0,0.0,9.8,2.8,0.0542,1.4,0.2,0.0,,,,,False,0,False,28,True,2,False,0,False,0,False,1,1731,False
3.0,5.6,3.0,11.8,9163.2,0.4,0.0,0.0,0.0,5.0,604.0,3103.6,14307.4,1.4,1412.0,7509.8,6332.0,0.0,18.2,1.2,1.0,400.4,9187.4,1822.2,6754.0,60226.2,6432.4,10420.0,74435.0,8814.8,133.8,17751.4,5020.4,559.6,576.4,1985.2,180.2,94.4,128.4,133.2,0.0,9.0,20.0,0.0,0.0,17.6,2.0,2.4,7.6,139.8,0.0,15.6,0.0,0.0,235.0,0.0,374.561,5.6,0.0,314.6366,13.0,0.0,0.0,319.0938,8.0,1.2162,0.4,0.8,0.6,0.0,0.0,0.4,0.8,0.4,0.4,61.8,6.0,1.0,6.0,0.0,0.0,1.2,0.0,0.0,0.7674,2.0,0.0,1.0,47.0,0.0,5.0,0.4,-0.0247,0.8,0.0,0.0,,,,,False,0,True,15,False,0,False,0,True,1,False,0,1412,False
7.0,3.6,11.8,15.2,14212.0,1.0,0.0,0.0,0.0,4.0,4983.0,13787.2,20314.6,2.8,1744.0,12174.6,11202.0,0.2,22.4,3.6,2.0,970.4,77382.0,12012.8,13179.6,44045.0,7674.8,11165.2,126491.4,20423.6,0.0,25355.8,5063.6,735.4,1010.0,7768.8,366.4,119.8,236.8,127.2,1.8,3.0,35.8,0.0,0.0,30.2,3.2,3.0,11.8,208.2,0.0,20.2,0.6,0.0,0.0,0.4,702.412,3.6,1.4,366.4241,12.0,4.3,0.0,418.7119,10.35,5.6,0.5371,1.2,0.6,0.4,0.0,1.0,1.2,0.0,1.0,62.8,27.6,0.4,18.8,0.0,0.0,1.2,2.6,0.0,1.0544,1.8,0.2,3.0,56.0,0.4,15.2,0.0,0.1797,2.2,0.4,0.4,1239.6079,,,,True,1,True,35,True,4,True,1,False,0,True,10,1744,True
6.8,4.6,8.0,14.4,12608.0,1.0,0.2,0.0,0.0,3.0,3354.4,10167.2,18266.8,1.6,1492.0,10786.2,9490.0,0.2,18.8,3.4,1.2,656.4,29141.2,6438.2,7216.2,74912.0,8969.2,11970.6,110860.8,16588.0,0.0,21142.0,6806.4,1180.0,1954.8,4449.4,30.2,112.2,340.0,120.6,1.4,2.0,31.2,0.0,0.0,23.6,2.0,2.6,7.6,208.0,0.0,18.0,0.6,0.0,60.0,0.4,666.9654,4.6,1.4,30.3015,20.0,3.84,0.0,433.6849,12.3,9.5643,0.361,2.8,0.0,0.0,1.0,1.2,1.4,0.0,1.2,15.8,20.4,1.6,14.8,0.0,0.0,1.0,3.0,0.0,0.9677,1.6,0.0,0.0,58.0,0.0,10.8,0.0,0.3189,2.2,0.0,0.2,1356.3024,,,,True,1,False,34,True,3,True,1,False,0,True,7,1492,True
4.6,7.0,6.2,12.2,9617.2,0.2,0.0,0.0,0.0,2.6,1361.4,3612.8,15113.2,1.0,1508.0,8690.8,8043.2,0.0,18.6,1.8,0.8,570.6,7644.4,2621.8,8381.2,62997.8,9888.2,11783.8,78661.4,14568.0,872.4,21731.6,8019.0,2057.2,1565.4,2479.8,178.8,90.2,101.8,174.4,0.4,9.0,20.2,0.2,0.0,18.0,1.6,0.6,9.8,179.2,0.0,15.8,0.4,0.0,285.0,0.0,579.3691,7.0,0.8,1051.3681,23.0,0.4,0.2,345.6436,10.8,1.7657,0.4696,0.8,0.6,0.0,0.0,0.2,0.8,0.2,0.2,12.2,37.8,1.4,10.8,0.0,0.0,1.8,0.6,0.0,0.7407,0.4,0.6,2.0,9.0,0.0,6.8,1.6,-0.1206,0.6,0.0,0.0,,,,,False,0,False,23,True,1,False,0,True,1,False,2,1508,False
6.4,7.6,7.6,15.8,15391.2,0.6,0.2,0.0,0.0,5.0,2555.4,11648.4,25214.4,2.4,2147.0,13226.8,12656.6,0.2,23.8,2.0,1.8,795.8,57677.4,12511.8,7954.8,92023.2,11257.6,17410.4,160337.4,25162.8,157.0,28003.2,10636.0,1392.6,2636.6,3727.0,229.4,139.2,444.8,282.4,1.2,8.0,49.8,0.0,0.0,40.8,2.4,7.4,12.8,284.2,0.0,28.1,0.0,0.0,210.0,0.6,702.9051,7.6,1.2,386.7085,15.2,8.18,0.0,369.4926,12.0,2.073,0.4375,1.4,0.4,0.4,0.0,0.8,1.0,0.4,2.0,23.4,54.6,2.6,14.0,0.4,0.0,2.4,2.0,5.0,1.1474,3.0,1.2,2.0,36.0,0.0,8.4,0.0,0.1232,1.4,0.2,0.0,,,,,False,0,True,32,False,1,True,1,True,2,True,8,2147,False
9.0,8.2,13.4,17.6,19372.0,0.6,0.2,0.0,0.0,6.4,3104.4,11344.0,41288.4,3.4,2406.0,15716.8,15493.2,0.0,29.2,3.4,2.4,595.6,43780.2,9152.8,18810.6,130228.6,17245.6,17898.8,198741.4,32372.8,721.0,41621.6,24731.8,5973.0,4911.2,11547.8,137.4,160.6,292.8,251.6,1.2,9.0,39.2,0.0,0.0,41.8,3.2,6.2,15.8,300.0,0.0,27.34,1.0,0.0,420.0,0.2,806.9992,8.2,1.6,858.6972,49.8,2.6,0.0,391.8029,16.8,3.027,0.5091,0.8,0.8,0.6,0.0,0.8,2.2,0.0,0.8,33.8,33.6,1.4,22.4,0.0,0.0,1.0,2.4,0.0,1.051,1.8,0.6,1.0,60.0,0.0,17.4,10.0,0.0721,1.6,0.0,0.2,1823.8803,,,,False,1,False,45,True,3,False,0,False,0,False,6,2406,False
7.0,6.0,12.4,15.8,15049.0,1.4,0.0,0.0,0.0,4.4,2698.6,11062.4,30042.2,2.6,1997.0,12850.2,12105.0,0.2,27.0,3.8,1.4,819.8,42661.8,10613.2,7771.6,87228.6,12630.0,20123.8,136022.2,24218.6,1519.0,30660.4,6130.6,974.2,2764.0,6468.2,147.4,128.8,243.4,178.4,1.0,5.0,37.4,0.0,0.0,31.8,3.0,1.8,15.2,269.2,0.0,28.0,0.8,0.0,390.0,0.2,727.3213,5.8,0.4,1666.4205,30.4,0.8,0.0,385.9178,11.25,4.0376,0.5543,1.2,0.2,0.4,9.0,1.4,1.6,0.0,0.8,12.4,53.8,1.4,19.4,0.0,0.0,1.2,1.8,0.0,0.9631,1.4,0.0,2.0,187.0,0.0,16.8,2.2,0.3374,2.0,0.2,0.2,1596.9814,,,,True,1,False,35,False,1,True,1,False,0,False,5,1997,True
6.8,5.0,10.6,15.4,14403.2,0.8,0.2,0.2,0.0,3.8,3558.2,13306.2,15791.8,1.2,1789.0,12073.2,11570.0,0.4,21.6,3.2,1.4,612.4,69543.8,10661.4,9347.8,42706.6,6968.0,12116.6,122526.4,20027.2,254.4,23316.2,10274.8,2396.2,1850.4,6838.6,1199.2,109.0,237.4,140.6,1.4,3.0,34.0,0.0,0.0,32.6,1.6,5.6,11.6,214.6,0.0,19.3,0.8,0.0,190.0,0.2,671.6013,4.8,1.4,1453.8702,14.2,3.5,0.0,404.8855,12.0,3.6481,0.5118,0.8,0.6,0.2,4.0,1.2,0.8,0.6,1.0,14.8,30.2,1.0,17.4,0.0,0.0,1.0,3.6,0.0,1.1008,2.2,0.2,1.0,30.0,0.0,15.2,1.4,0.6071,2.0,0.0,0.2,1442.2715,,,,True,1,False,34,False,2,True,2,False,1,False,8,1789,True
6.2,4.4,11.2,14.2,12422.8,1.0,0.4,0.0,0.0,2.8,5071.8,13894.4,15053.6,1.2,1580.0,11414.6,10671.0,0.4,20.4,3.4,1.6,652.6,30088.8,4986.2,4572.0,84761.0,11162.4,15403.0,120466.6,16628.8,269.4,21070.8,5616.2,479.2,1094.6,5648.0,475.6,121.4,283.8,131.6,2.0,2.0,40.2,0.0,0.0,23.2,1.6,4.0,9.2,215.2,0.0,21.8,0.0,0.0,0.0,0.6,631.3423,4.4,1.4,745.2971,5.0,8.4,0.0,433.3865,9.6,4.7267,0.5613,3.0,0.2,0.0,3.0,1.4,0.6,0.2,0.8,24.6,28.0,0.8,17.4,0.0,0.0,1.0,5.4,0.0,0.9039,2.8,0.6,1.0,84.0,0.0,13.6,0.0,0.0979,0.6,0.0,0.0,,,,,False,0,False,31,False,3,True,2,False,1,True,10,1580,True
2.6,7.6,2.8,12.4,9420.8,0.4,0.2,0.0,0.0,3.2,444.4,2597.8,10512.8,1.0,1370.0,7378.0,7075.0,0.0,17.2,1.4,0.4,386.6,25690.0,4619.6,4502.8,42279.4,4807.8,13581.0,73360.8,10182.4,0.0,19054.2,5390.2,754.4,969.2,3022.6,70.8,82.8,161.2,154.4,0.0,10.0,21.0,0.0,0.0,11.8,1.2,1.6,5.6,129.6,0.0,18.44,0.0,0.0,525.0,0.0,445.6259,7.6,0.0,70.8875,11.8,0.0,0.0,322.8961,11.2,0.8042,0.4154,0.0,1.8,0.0,0.0,0.6,0.8,0.0,0.0,19.4,13.0,0.6,5.4,0.0,0.0,0.0,0.0,0.0,0.5395,1.4,0.0,0.0,10.0,0.0,4.8,1.0,-0.3719,0.8,0.0,0.0,,,,,False,0,False,13,False,0,False,0,False,0,False,0,1370,False
9.2,8.6,18.8,17.0,17116.6,2.0,0.6,0.0,0.0,4.6,5018.0,8945.0,23287.2,2.0,1961.0,14383.4,12633.6,0.2,24.8,3.6,2.6,559.6,87981.2,17389.0,11951.6,59906.6,6882.2,17596.0,157391.6,25447.2,0.0,33405.2,9503.2,1175.0,3856.8,8006.4,583.0,149.6,243.8,233.0,1.6,8.0,33.8,0.0,0.0,26.2,2.6,3.2,11.0,283.0,0.0,22.34,0.0,0.0,385.0,0.4,778.2756,8.6,1.2,583.0089,15.4,3.2,0.0,439.9045,8.77,3.5665,0.6087,0.6,1.6,0.4,10.0,2.6,1.6,0.2,1.2,28.8,35.4,0.6,28.0,0.4,3.2,0.2,3.4,0.0,0.8148,2.0,0.0,3.0,30.0,0.0,9.4,2.0,0.2037,1.2,0.0,0.0,,,,,False,0,True,46,False,2,False,1,False,0,False,8,1961,True
6.8,3.0,5.2,13.6,11618.4,1.0,0.2,0.0,0.0,3.0,3401.2,12950.2,12437.4,1.0,1481.0,10906.6,9605.0,0.4,19.2,3.2,1.4,592.8,29930.4,4879.0,5171.6,70041.0,11063.8,11699.4,109552.2,18282.6,222.2,18019.2,9579.8,2338.8,1147.2,4939.4,605.0,110.4,211.6,70.6,1.4,0.0,33.0,0.0,0.0,18.6,1.4,1.8,7.8,192.8,0.0,18.2,0.8,0.0,60.0,0.4,740.2864,3.0,1.0,827.4296,7.8,4.6,0.0,441.6296,11.2,5.73,0.3529,1.8,0.6,0.0,2.0,1.2,1.8,0.4,1.2,41.8,21.4,2.6,12.0,0.2,0.0,2.4,3.0,5.0,0.7717,1.6,0.0,1.0,27.0,0.0,8.4,0.6,0.0696,1.8,0.0,0.0,1427.497,,,,True,1,False,34,True,2,True,2,True,2,True,8,1481,True
5.8,3.2,7.6,12.8,10358.4,0.6,0.2,0.0,0.0,3.4,2991.8,7514.0,10076.4,1.2,1317.0,9634.0,8015.0,0.0,16.4,3.2,1.4,499.4,28692.0,6171.2,2049.0,52623.6,6043.4,11781.0,88983.4,13158.0,256.0,14819.2,7667.0,942.4,988.0,4060.0,840.4,105.2,287.0,79.2,1.2,0.0,29.8,0.0,0.0,18.2,1.6,2.2,7.6,236.8,0.0,19.6,0.0,0.0,0.0,0.2,599.1462,3.0,1.0,1096.644,8.4,1.12,0.0,438.7002,12.2,5.1267,0.4621,2.2,0.0,0.0,0.0,0.8,1.8,0.6,1.2,46.0,9.2,0.8,13.4,0.0,0.0,2.8,2.8,0.0,0.8469,1.8,0.2,0.0,43.0,0.0,11.4,0.4,0.3385,1.8,0.2,0.2,,,,,False,0,True,29,False,2,False,0,True,1,True,6,1317,True
4.0,6.6,6.4,12.8,10503.8,0.6,0.0,0.0,0.0,4.4,709.6,11067.0,15153.6,2.4,1563.0,9149.0,8976.0,0.0,19.4,2.6,0.8,550.4,25043.8,7295.8,8252.2,57808.8,5981.0,12212.6,91362.0,14894.4,0.0,21767.6,8508.4,1617.2,1302.4,5916.0,480.4,103.2,156.4,175.6,0.4,8.0,29.2,0.0,0.0,22.2,2.8,3.0,8.8,205.8,0.0,20.5,0.6,0.0,210.0,0.2,571.5858,6.4,0.6,480.7276,19.8,0.8,0.0,351.1095,11.2,1.71,0.5474,0.8,0.2,0.6,0.0,0.6,0.6,0.4,0.8,14.4,39.8,0.2,10.4,0.0,0.0,2.4,0.6,5.0,0.8615,1.6,0.2,2.0,25.0,0.0,9.0,1.2,-0.0402,1.2,0.2,0.0,,,,,False,0,True,20,False,2,False,0,True,2,True,2,1563,False
3.6,7.4,3.6,12.8,10287.0,0.2,0.0,0.0,0.0,6.6,947.6,1705.4,15327.0,3.0,1477.0,8653.8,8265.0,0.0,23.2,1.2,0.6,369.2,13193.6,3715.4,5118.4,63777.4,7527.0,11818.6,83565.0,12279.8,866.2,19948.8,6593.0,1036.4,3010.8,1696.0,136.4,105.8,177.6,188.8,0.4,9.0,20.4,0.0,0.0,19.0,3.2,4.0,8.8,152.2,0.0,16.96,0.0,0.0,350.0,0.0,498.5945,7.4,0.0,1002.85,7.4,0.8,0.0,351.3796,11.1,1.1381,0.4,1.4,0.6,0.0,0.0,0.2,0.6,0.0,0.4,12.4,25.8,1.4,7.2,0.2,0.0,0.2,0.4,0.0,0.7976,3.0,0.2,1.0,14.0,0.0,5.0,0.0,-0.3345,1.2,0.0,0.2,,,,,False,0,False,18,False,0,False,0,False,0,False,2,1477,False
8.8,6.6,15.0,17.4,18716.6,0.4,0.0,0.0,0.0,4.2,4823.8,15089.6,25713.4,2.4,2173.0,15453.8,13993.0,0.8,26.0,3.2,2.4,539.0,82676.4,13528.6,6839.0,62821.0,10247.8,22595.2,156861.2,26620.0,0.0,33684.2,11362.8,2842.4,4249.0,6521.8,289.6,141.2,438.8,223.2,2.0,7.0,37.2,0.4,0.2,45.8,2.6,6.4,14.6,295.4,0.0,23.52,1.8,0.0,285.0,0.6,734.8977,6.6,1.2,289.7536,21.2,4.28,0.4,426.645,11.28,4.34,0.5409,1.6,1.2,0.0,7.0,0.4,0.6,0.2,0.4,31.8,29.8,0.8,23.8,0.0,0.0,0.4,3.8,0.0,1.2751,2.6,0.4,1.0,38.0,0.2,16.2,1.4,0.5322,2.4,0.0,0.0,1386.6569,,,,True,2,True,44,False,3,True,4,False,0,False,11,2173,True
2.2,6.4,2.8,11.6,8753.2,0.2,0.0,0.0,0.0,3.8,804.2,4102.2,9719.0,1.4,1271.0,7200.6,6455.0,0.0,17.6,1.0,0.4,509.8,24324.8,2618.8,7669.0,39380.8,4778.4,7379.2,69698.4,7759.6,255.4,17355.6,5992.0,361.8,2306.4,2372.6,334.8,95.2,128.2,163.6,0.0,8.0,22.0,0.0,0.0,17.2,1.6,2.0,7.2,160.6,0.0,11.7,0.0,0.0,390.0,0.2,366.1515,6.4,0.2,590.4983,9.0,3.5,0.0,339.7813,10.4,0.8,0.4545,0.2,0.2,0.0,0.0,0.2,0.2,0.2,0.8,19.0,5.4,0.6,5.0,0.0,0.0,2.0,0.0,0.0,0.8359,2.0,0.2,3.0,8.0,0.0,4.4,0.2,0.2048,1.2,0.0,0.0,,,,,False,0,False,11,True,1,False,0,True,1,False,0,1271,False
2.4,7.2,2.2,12.2,9465.6,0.0,0.0,0.0,0.0,2.8,756.4,3290.4,14136.0,1.4,1495.0,7780.4,7320.0,0.0,17.0,0.4,0.2,558.6,27679.0,2701.8,3723.0,42554.6,6434.4,13085.8,77546.2,10218.8,196.8,17937.2,7311.8,1082.0,1126.8,2448.0,194.6,95.8,183.6,162.4,0.2,6.0,20.0,0.0,0.0,17.0,1.4,1.6,9.2,161.6,0.0,13.5,0.0,0.0,325.0,0.0,409.8223,7.0,0.6,391.5865,7.4,0.0,0.0,312.0357,9.8,0.7267,0.3538,0.6,0.4,0.2,0.0,0.0,0.4,0.0,0.6,39.8,25.8,0.8,4.6,0.0,0.0,0.6,0.2,0.0,0.6923,1.4,0.4,0.0,40.0,0.0,3.8,0.2,-0.1154,0.4,0.0,0.0,,,,,False,0,False,13,True,1,False,0,False,0,False,2,1495,False
5.8,3.8,11.6,15.4,14482.8,1.0,0.2,0.0,0.0,4.4,1708.0,10549.8,11855.4,2.2,1846.0,12207.2,11198.6,0.0,21.6,3.0,1.8,778.8,59864.4,8144.2,7981.6,62968.0,7534.8,11692.6,137349.6,17792.4,0.0,21676.6,14516.4,2112.6,2001.4,8470.2,193.8,149.8,176.0,116.2,0.8,1.0,43.6,0.0,0.0,30.8,2.6,5.4,10.4,270.8,0.0,24.6,0.0,0.0,0.0,0.4,578.2234,3.8,1.6,193.88,2.4,6.04,0.0,396.7258,12.8,4.7733,0.6,1.0,0.0,0.4,0.0,1.2,1.6,0.6,2.0,20.0,23.8,0.2,17.4,0.2,0.0,2.4,1.0,0.0,1.015,2.2,0.4,0.0,14.0,0.0,10.8,0.4,0.0223,1.4,0.0,0.2,,,,,False,0,True,29,False,2,False,0,True,2,True,4,1846,True
3.6,1.6,3.8,12.0,9156.4,0.4,0.0,0.0,0.0,4.2,1222.0,4562.6,6373.0,1.8,1211.0,7753.2,6580.0,0.0,16.6,1.8,1.0,437.4,16040.2,3185.0,2866.8,50243.2,5127.4,6490.6,71326.8,8906.2,259.4,10296.0,5042.6,593.4,937.4,1775.6,34.6,102.0,190.4,45.6,0.6,0.0,24.2,0.0,0.0,16.2,2.6,1.6,6.4,127.6,0.0,17.02,0.0,0.0,0.0,0.0,441.0358,1.6,0.6,294.1713,8.6,0.0,0.0,383.931,12.0,5.2333,0.4111,0.4,0.6,0.0,0.0,0.4,0.4,0.4,0.8,17.4,19.2,0.8,7.4,0.0,0.0,1.0,1.2,5.0,0.8243,3.4,0.0,1.0,49.0,0.0,5.8,0.4,0.7816,1.0,0.2,0.0,,,,,False,0,True,18,True,1,False,0,True,1,True,3,1211,True
8.4,5.6,12.0,15.0,14159.6,0.6,0.2,0.0,0.0,4.8,5138.6,16181.2,16983.0,2.2,1747.0,12956.4,11539.0,0.4,21.8,3.8,2.4,366.4,49601.6,11322.0,8803.4,56343.8,6712.2,16603.6,117372.8,20324.6,0.0,29023.8,11426.6,2289.4,3616.2,11206.4,1166.4,113.8,246.0,156.0,2.0,3.0,33.6,0.0,0.0,27.8,2.4,5.4,12.8,234.0,0.0,17.9,0.6,0.0,210.0,0.4,697.9845,5.6,2.6,1166.729,19.0,4.24,0.0,444.9532,12.08,5.6811,0.4857,0.6,0.2,0.2,0.0,0.8,0.8,0.4,1.4,11.2,22.8,1.0,20.4,0.4,0.0,1.4,4.0,5.0,0.9763,3.0,0.4,3.0,15.0,0.2,16.2,2.0,0.3255,1.4,0.0,0.0,1324.4216,,,,True,1,True,42,True,4,True,2,True,2,False,10,1747,True
2.8,4.4,5.6,12.4,9880.6,0.0,0.0,0.0,0.0,3.6,1850.2,5267.0,16689.6,2.0,1650.0,8579.6,8194.0,0.0,17.6,1.4,0.6,681.8,50536.6,6687.2,10358.4,28955.4,2862.4,8201.2,85836.2,10066.0,194.6,20012.6,6343.4,516.0,1452.4,7313.2,106.6,106.4,345.2,111.6,0.4,8.0,26.0,0.0,0.0,20.6,2.6,2.4,9.4,155.2,0.0,20.4,0.0,0.0,180.0,0.0,365.9487,4.4,1.6,301.465,32.4,0.0,0.0,311.9105,10.4,2.2986,0.6,0.2,0.8,0.0,0.0,0.0,0.4,0.0,0.6,35.2,22.4,0.4,8.4,0.0,1.8,1.4,0.4,0.0,0.7596,2.0,0.2,1.0,18.0,0.0,7.2,2.0,-0.214,1.2,0.0,0.0,,,,,False,0,True,14,False,2,False,0,False,0,False,2,1650,False
6.2,2.2,7.0,14.4,12780.8,0.8,0.4,0.2,0.0,3.0,4138.8,14188.4,12328.2,1.8,1518.0,11509.8,10825.0,0.4,19.2,3.6,1.6,650.2,37093.6,5405.2,5174.2,80917.6,9208.8,10557.6,128197.6,16717.0,1240.8,16329.8,10185.4,2102.0,596.6,4631.8,270.2,117.0,151.6,68.8,1.6,0.0,40.8,0.0,0.0,25.4,2.2,2.8,10.2,166.0,0.0,20.04,0.8,0.0,0.0,0.6,660.4845,2.2,1.0,1511.5616,7.2,10.3,0.0,454.7638,13.52,8.5333,0.7333,3.2,0.0,0.0,0.0,1.4,1.8,0.2,1.0,7.8,14.8,1.8,13.2,0.2,0.0,2.2,2.8,0.0,1.0235,2.0,0.0,2.0,2.0,0.0,9.6,2.0,0.2933,0.4,0.0,0.2,1327.4389,,,,True,1,True,31,True,3,True,2,True,1,True,8,1518,True
6.0,3.0,7.2,13.2,10982.0,0.8,0.4,0.2,0.0,3.4,2211.8,11508.6,8699.6,1.8,1334.0,9655.0,8220.0,0.0,17.2,3.2,1.6,368.8,52495.6,6916.4,4741.2,36381.2,4446.6,6732.0,93069.0,11664.8,402.4,12595.4,4191.4,301.8,1121.4,3534.6,304.6,95.4,118.0,64.8,0.8,1.0,33.6,0.0,0.0,19.0,2.2,1.8,7.6,141.6,0.0,20.2,0.6,0.0,105.0,0.4,524.6099,3.0,1.0,707.1823,15.8,3.4,0.0,434.2094,10.8,5.3167,0.88,1.6,0.0,0.2,0.0,1.4,1.4,0.4,1.0,5.0,17.8,0.8,13.2,0.2,0.0,2.0,1.8,5.0,0.867,1.8,0.0,0.0,30.0,0.0,12.4,5.2,0.2841,2.0,0.2,0.2,1227.6512,,,,True,1,True,30,True,2,False,0,True,1,True,4,1334,True
